Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
ODFL,Common Stock,Old Dominion Freight Line Inc,"Old Dominion Freight Line, Inc. is an American less than truckload shipping (LTL) company. It offers regional, inter-regional and national LTL service. In addition to its core LTL services, the company offers logistics services including ground and air expedited transportation, supply chain consulting, transportation management, truckload brokerage, container delivery and warehousing, as well as household moving services.",878927,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,TRUCKING (NO LOCAL),"500 OLD DOMINION WAY, THOMASVILLE, NC, US",December,2024-03-31,37603340000,1977082000,30.47,2.84,20.23,0.86,0.006,5.68,26.96,0.212,0.265,0.194,0.306,5884089000,2491592000,5.68,0.039,0.012,209.95,4,3,12,1,1,30.47,34.13,8.2,11.31,8.15,24.23,1.075,227.8,148.77,201.04,202.67,217285000,2024-03-20,2024-06-05
ON,Common Stock,ON Semiconductor Corporation,"ON Semiconductor Corporation manufactures and sells semiconductor components for various electronic devices worldwide. The company is headquartered in Phoenix, Arizona.",1097864,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"5005 EAST MCDOWELL ROAD, PHOENIX, AZ, US",December,2024-03-31,31217633000,3137600000,14.81,1.292,18.9,None,None,4.9,18.98,0.267,0.283,0.122,0.298,8156000000,4077200000,4.9,0.009,-0.05,83.66,4,15,14,0,0,14.81,15.87,3.471,3.681,3.577,9.17,1.784,111.35,59.34,70.44,79.04,430232000,None,None
PCAR,Common Stock,PACCAR Inc,"PACCAR Inc is an American Fortune 500 company and counts among the largest manufacturers of medium- and heavy-duty trucks in the world. PACCAR is engaged in the design, manufacture and customer support of light-, medium- and heavy-duty trucks under the Kenworth, Peterbilt, Leyland Trucks, and DAF nameplates. PACCAR also designs and manufactures powertrains, provides financial services and information technology, and distributes truck parts related to its principal business.",75362,NASDAQ,USD,USA,MANUFACTURING,MOTOR VEHICLES & PASSENGER CAR BODIES,"PACCAR BUILDING, 777 106TH AVENUE NE, BELLEVUE, WA, US",December,2024-03-31,57357185000,6449100000,11.36,1.181,32.2,1.06,0.011,9.63,67.52,0.143,0.166,0.1,0.329,35398402000,4612200000,9.63,0.621,0.032,121.08,2,4,14,0,1,11.36,14.99,1.763,3.899,1.916,9.79,0.954,125.15,65.42,114.34,98.74,524145000,2024-06-05,2024-05-14
PANW,Common Stock,Palo Alto Networks Inc,"Palo Alto Networks, Inc. provides cybersecurity platform solutions globally. The company is headquartered in Santa Clara, California.",1327567,NASDAQ,USD,USA,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC","4401 GREAT AMERICA PARKWAY, SANTA CLARA, CA, US",July,2024-04-30,104134083000,1076500000,46.54,1.116,13.81,None,None,6.91,24.75,0.314,0.0909,0.0343,0.859,7791300000,3782800000,6.91,1.548,0.153,338.59,13,22,14,0,0,46.54,45.05,11.98,20.69,11.82,77.11,1.182,380.84,201.17,290.33,280.8,323800000,None,None
PAYX,Common Stock,Paychex Inc,"Paychex, Inc. is an American provider of human resource, payroll, and benefits outsourcing services for small- to medium-sized businesses.",723531,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT","911 PANORAMA TRAIL S, ROCHESTER, NY, US",May,2024-02-29,44718207000,2320600000,27.12,3.143,10.41,3.56,0.0316,4.58,14.46,0.319,0.452,0.114,0.465,5212800000,3255400000,4.58,0.07,0.042,121.11,1,0,16,2,1,27.12,24.33,8.49,11.82,8.33,18.08,0.93,127.68,100.97,122.08,120.33,359963000,2024-05-30,2024-05-09
PYPL,Common Stock,PayPal Holdings Inc,"PayPal Holdings, Inc. is an American company operating an online payments system in the majority of countries that support online money transfers, and serves as an electronic alternative to traditional paper methods like checks and money orders. The company operates as a payment processor for online vendors, auction sites, and many other commercial users, for which it charges a fee.",1633917,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","2211 NORTH FIRST STREET, SAN JOSE, CA, US",December,2024-03-31,64478519000,5659000000,15.53,0.595,19.66,None,None,3.97,28.0,0.143,0.179,0.0395,0.214,30429999000,11653000000,3.97,0.186,0.094,70,5,14,27,0,0,15.53,12.61,2.284,3.23,2.137,9.31,1.416,76.54,50.25,64.71,60.69,1046050000,None,None
PDD,Common Stock,Pinduoduo,"Pinduoduo Inc., operates an electronic commerce platform in the People's Republic of China. The company is headquartered in Shanghai, the People's Republic of China.",1737806,NASDAQ,USD,China,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","28/F, NO. 533 LOUSHANGUAN ROAD, CHANGNING DISTRICT, SHANGHAI, CHINA",December,2024-03-31,218828505000,78170145000,20.54,0.572,158.78,None,None,7.67,216.94,0.269,0.299,0.157,0.463,296814215000,99095291000,7.67,2.41,1.307,201.09,20,24,1,0,0,20.54,13.26,0.62,5.93,0.504,1.736,0.663,164.69,62.53,128.48,120.51,1388770000,None,None
PEP,Common Stock,PepsiCo Inc,"PepsiCo, Inc. is an American based multinational food, snack, and beverage corporation headquartered in Harrison, New York, in the hamlet of Purchase. PepsiCo's business encompasses all aspects of the food and beverage market. It oversees the manufacturing, distribution, and marketing of its products.",77476,NASDAQ,USD,USA,MANUFACTURING,BEVERAGES,"700 ANDERSON HILL RD, PURCHASE, NY, US",December,2024-03-31,244698890000,16384000000,26.81,2.784,13.85,5.06,0.0305,6.64,66.81,0.1,0.16,0.0877,0.509,91875000000,46050000000,6.64,0.057,0.023,188.03,5,8,10,1,0,26.81,20.62,2.526,12.49,2.905,16.87,0.525,188.15,153.48,174.37,170.57,1374790000,2024-06-28,2024-06-07
QCOM,Common Stock,Qualcomm Incorporated,"Qualcomm is an American multinational corporation headquartered in San Diego, California, and incorporated in Delaware. It creates semiconductors, software, and services related to wireless technology. It owns patents critical to the 5G, 4G, CDMA2000, TD-SCDMA and WCDMA mobile communications standards.",804328,NASDAQ,USD,USA,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"5775 MOREHOUSE DR, SAN DIEGO, CA, US",September,2024-03-31,234761765000,10837000000,28.01,1.829,21.89,3.2,0.0162,7.51,32.64,0.23,0.249,0.111,0.383,36407001000,25565000000,7.51,0.357,0.012,185.4,6,17,15,1,0,28.01,17.95,5.27,8.29,5.36,18.39,1.328,211.3,103.15,175.46,141.66,1116000000,2024-06-20,2024-05-30
REGN,Common Stock,Regeneron Pharmaceuticals Inc,"Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Westchester County, New York. Originally focused on neurotrophic factors and their regenerative capabilities, giving rise to its name, the company then branched out into the study of both cytokine and tyrosine kinase receptors.",872589,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"777 OLD SAW MILL RIVER ROAD, TARRYTOWN, NY, US",December,2024-03-31,108535415000,4424500000,29.07,1.459,250.15,None,None,33.88,122.57,0.294,0.241,0.0774,0.153,13100100000,7020000000,33.88,-0.126,-0.005,1060.68,7,14,6,1,0,29.07,20.12,7.57,3.823,6.95,19.42,0.168,998.33,684.8,944.85,885.95,108367000,None,None
ROP,Common Stock,Roper Technologies Inc. Common Stock,"Roper Technologies, Inc. (formerly Roper Industries, Inc.) is an American diversified industrial company that produces engineered products for global niche markets. The company is headquartered in Sarasota, Florida.",882835,NASDAQ,USD,USA,LIFE SCIENCES,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL","6901 PROFESSIONAL PKWY EAST, SUITE 200, SARASOTA, FL, US",December,2024-03-31,58303128000,2591200000,39.99,2.334,166.26,2.865,0.0055,13.62,59.83,0.232,0.286,0.04,0.0859,6388800000,3752800000,13.62,0.336,0.144,602.32,5,5,6,0,0,39.99,29.59,9.28,3.287,10.28,23.85,1,564.22,444.35,536.76,524.0,107045000,2024-04-22,2024-04-04
ROST,Common Stock,Ross Stores Inc,"Ross Stores, Inc., operating under the brand name Ross Dress for Less, is an American chain of discount department stores headquartered in Dublin, California.",745732,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-FAMILY CLOTHING STORES,"4440 ROSEWOOD DRIVE, PLEASANTON, CA, US",January,2024-04-30,47657185000,2872157000,23.97,2.291,14.94,1.373,0.0103,5.93,62.19,0.096,0.122,0.109,0.43,20740321000,5677201000,5.93,0.339,0.081,162.88,8,11,4,0,0,23.97,23.31,2.238,9.36,2.28,15.67,1.066,150.74,99.55,136.81,130.84,335307000,2024-03-29,2024-06-11
SIRI,Common Stock,Sirius XM Holding Inc,Sirius XM Holdings Inc. provides satellite radio services by subscription fee in the United States. ,908937,NASDAQ,USD,USA,TECHNOLOGY,RADIO BROADCASTING STATIONS,"1290 AVENUE OF THE AMERICAS, 11TH FLOOR, NEW YORK, NY, US",December,2024-03-31,10578232000,2607000000,8.33,1.117,-0.616,0.102,0.0387,0.33,2.332,0.144,0.215,0.121,0,8971000000,4521000000,0.33,0.16,0.008,3.99,1,1,5,4,1,8.33,10.53,1.379,-,2.42,8.53,1.105,7.76,2.7,3.311,4.37,3846630000,2024-05-29,2024-05-09
SBUX,Common Stock,Starbucks Corporation,"Starbucks Corporation is an American multinational chain of coffeehouses and roastery reserves headquartered in Seattle, Washington. As the world's largest coffeehouse chain, Starbucks is seen to be the main representation of the United States' second wave of coffee culture.",829224,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-EATING & DRINKING PLACES,"P O BOX 34067, SEATTLE, WA, US",September,2024-03-31,89336054000,7116300000,21.73,1.184,-7.46,2.24,0.0289,3.63,32.05,0.114,0.12,0.121,0,36530098000,8385400000,3.63,-0.139,-0.018,88.98,5,11,20,0,0,21.73,20.79,2.621,-,3.197,15.23,0.966,106.21,71.26,84.06,92.8,1132700000,2024-05-31,2024-05-16
SNPS,Common Stock,Synopsys Inc,"Synopsys is an American electronic design automation company that focuses on silicon design and verification, silicon intellectual property and software security and quality. Products include logic synthesis, behavioral synthesis, place and route, static timing analysis, formal verification, hardware description language (SystemC, SystemVerilog/Verilog, VHDL) simulators, and transistor-level circuit simulation.",883241,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"690 E MIDDLEFIELD RD, MOUNTAIN VIEW, CA, US",October,2024-04-30,89999081000,1626302000,64.13,2.596,46.69,None,None,9.16,41.44,0.226,0.228,0.0871,0.216,6312079000,4084781000,9.16,0.065,0.043,646.85,6,11,0,0,0,64.13,42.19,13.86,12.74,13.77,48.43,1.069,629.38,416.87,558.24,520.3,153204000,None,None
TTWO,Common Stock,Take-Two Interactive Software Inc,"Take-Two Interactive Software, Inc. is an American video game holding company based in New York City. The company owns two major publishing labels, Rockstar Games and 2K, which operate internal game development studios.",946581,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"110 WEST 44TH STREET, NEW YORK, NY, US",March,2024-03-31,26496121000,1084900000,None,2.454,33.18,None,None,-22.02,31.45,-0.7,-0.0405,-0.0209,-0.509,5349600000,2040010000,-22.02,-0.497,-0.032,174.69,7,16,5,0,0,-,24.57,4.66,2.955,5.14,49.45,0.744,171.59,130.34,147.15,149.12,171385000,None,None
TMUS,Common Stock,T-Mobile US Inc,"T-Mobile US, Inc., doing business under the global brand name T-Mobile, is an American wireless network operator. Its headquarters are located in Bellevue, Washington, in the Seattle metropolitan area and Overland Park, Kansas, in the Kansas City metropolitan area.",1283699,NASDAQ,USD,USA,TECHNOLOGY,RADIOTELEPHONE COMMUNICATIONS,"12920 SE 38TH STREET, BELLEVUE, WA, US",December,2024-03-31,194527101000,29251000000,22.59,0.814,52.73,1.95,0.0157,7.35,66.74,0.112,0.211,0.0488,0.136,78520001000,47559000000,7.35,0.266,-0.002,187.35,8,17,2,1,0,22.59,17.86,2.418,2.935,3.792,10.97,0.477,168.64,123.88,162.57,153.72,1171850000,2024-06-13,2024-05-31
TSLA,Common Stock,Tesla Inc,"Tesla, Inc. is an American electric vehicle and clean energy company based in Palo Alto, California. Tesla's current products include electric cars, battery energy storage from home to grid-scale, solar panels and solar roof tiles, as well as other related products and services. In 2020, Tesla had the highest sales in the plug-in and battery electric passenger car segments, capturing 16% of the plug-in market (which includes plug-in hybrids) and 23% of the battery-electric (purely electric) market. Through its subsidiary Tesla Energy, the company develops and is a major installer of solar photovoltaic energy generation systems in the United States. Tesla Energy is also one of the largest global suppliers of battery energy storage systems, with 3 GWh of battery storage supplied in 2020.",1318605,NASDAQ,USD,USA,MANUFACTURING,MOTOR VEHICLES & PASSENGER CAR BODIES,"3500 DEER CREEK RD, PALO ALTO, CA, US",December,2024-03-31,571632189000,12265000000,45.84,2.982,20.19,None,None,3.91,29.8,0.144,0.055,0.0472,0.237,94745002000,20853000000,3.91,-0.534,-0.087,178.97,5,11,23,7,4,45.84,67.57,5.67,8.35,12.42,58.23,2.408,299.29,138.8,171.45,213.35,3189200000,None,None
TXN,Common Stock,Texas Instruments Incorporated,"Texas Instruments Incorporated (TI) is an American technology company headquartered in Dallas, Texas, that designs and manufactures semiconductors and various integrated circuits, which it sells to electronics designers and manufacturers globally. It is one of the top 10 semiconductor companies worldwide based on sales volume.",97476,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"P.O. BOX 660199, DALLAS, TX, US",December,2024-03-31,181349794000,7800000000,31.07,3.2,18.66,5.08,0.0261,6.41,18.49,0.352,0.317,0.128,0.367,16801000000,13771000000,6.41,-0.351,-0.164,179.33,2,8,19,3,2,31.07,33.22,8.64,8.96,8.79,17.1,1.001,203.62,136.78,177.12,165.14,910482000,2024-05-21,2024-05-07
TTD,Common Stock,Trade Desk Inc,"Trade Desk, Inc. is a technology company in the United States and internationally. The company is headquartered in Ventura, California.",1671933,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","42 N. CHESTNUT STREET, VENTURA, CA, US",December,2024-03-31,46344786000,321312000,236.88,3.413,4.433,None,None,0.4,4.202,0.098,0.0583,0.0364,0.098,2054570000,1296672000,0.4,2.151,0.283,101.44,8,18,5,2,0,236.88,121.95,21.7,19.52,21.12,146.3,1.496,97.65,60.23,86.31,77.74,445208000,None,None
VRSK,Common Stock,Verisk Analytics Inc,"Verisk Analytics, Inc. is an American data analytics and risk assessment firm based in Jersey City, New Jersey, with customers in insurance, natural resources, financial services, government, and risk management sectors. The company uses proprietary data sets and industry expertise to provide predictive analytics and decision support consultations in areas including fraud prevention, actuarial science, insurance coverage, fire protection, catastrophe and weather risk, and data management.",1442145,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"545 WASHINGTON BOULEVARD, JERSEY CITY, NJ, US",December,2024-03-31,35894178000,1276100000,46.08,2.512,1.976,1.41,0.0062,5.46,18.93,0.285,0.437,0.165,0.432,2733800000,1672400000,5.46,3.149,0.08,252.76,3,6,9,0,0,46.08,34.36,11.85,102.47,12.89,24.27,0.789,254.14,214.67,234.44,237.88,142675000,2024-06-28,2024-06-14
VRTX,Common Stock,Vertex Pharmaceuticals Inc,"Vertex Pharmaceuticals, Inc. is an American biopharmaceutical company based in Boston, Massachusetts.",875320,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"50 NORTHERN AVENUE, BOSTON, MA, US",December,2024-03-31,117917319000,4583700000,29.67,0.534,71.8,None,None,15.4,39.49,0.395,0.452,0.128,0.244,10185000000,5323100000,15.4,0.565,0.133,467.71,8,13,9,1,1,29.67,24.33,10.38,5.83,9.33,20.0,0.387,457.66,320.01,413.28,390.72,258053000,None,None
WBA,Common Stock,Walgreens Boots Alliance Inc,"Walgreens Boots Alliance, Inc. is an American pharmaceuticals holding company headquartered in Deerfield, Illinois. It owns the pharmacy chains Walgreens and Boots, as well as several pharmaceutical manufacturing, wholesale, and distribution companies.",1618921,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"108 WILMOT ROAD, DEERFIELD, IL, US",August,2024-02-29,13829290000,3711000000,None,1.985,15.63,1.69,0.0624,-7,167.54,-0.0418,0.0174,0.0112,-0.572,144596992000,27072000000,-7,-0.586,0.063,20.48,0,2,14,4,0,-,5.4,0.106,1.143,0.335,-4.307,0.793,30.77,15.89,18.45,21.73,862713000,2024-06-12,2024-05-20
WBD,Common Stock,Warner Bros Discovery Inc,"Warner Bros. The company is headquartered in New York, New York.",1437107,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"8403 COLESVILLE ROAD, SILVER SPRING, MD, US",December,2024-03-31,18928644000,7493000000,None,1.389,18.03,None,None,-1.24,16.64,-0.0745,-0.0034,-0.0016,-0.0639,40578998000,13426000000,-1.24,2.267,-0.069,12.35,5,9,13,1,0,-,95.24,0.492,0.45,1.458,2.694,1.511,14.76,7.34,8.27,10.15,2450310000,None,None
WDAY,Common Stock,Workday Inc,"Workday, Inc. provides business applications in the cloud worldwide. The company is headquartered in Pleasanton, California.",1327811,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"6230 STONERIDGE MALL ROAD, SUITE 200, PLEASANTON, CA, US",January,2024-04-30,58605437000,554000000,39.38,2.257,30.87,None,None,5.61,28.79,0.197,0.0322,0.0114,0.211,7565000000,4500640000,5.61,768.23,0.181,312.82,7,21,9,0,1,39.38,39.22,9.6,8.62,8.97,86.63,1.326,311.28,201.42,259.85,255.49,212394000,None,None
XEL,Common Stock,Xcel Energy Inc,"Xcel Energy Inc. is a utility holding company based in Minneapolis, Minnesota, serving more than 3.7 million electric customers and 2.1 million natural gas customers in Minnesota, Michigan, Wisconsin, North Dakota, South Dakota, Colorado, Texas, and New Mexico as of 2019. It consists of four operating subsidiaries: Northern States Power-Minnesota, Northern States Power-Wisconsin, Public Service Company of Colorado, and Southwestern Public Service Co.",72903,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,"414 NICOLLET MALL, MINNEAPOLIS, MN, US",December,2024-03-31,29848926000,5310000000,16.13,2.346,32.12,2.108,0.0408,3.33,24.9,0.134,0.188,0.0269,0.106,13775000000,5770000000,3.33,0.157,-0.106,62.74,3,6,7,1,0,16.13,14.86,2.079,1.677,4.007,10.95,0.366,63.8,46.29,54.08,57.64,555639000,2024-04-20,2024-06-14
ZS,Common Stock,Zscaler Inc,"Zscaler, Inc. is a global cloud security company. The company is headquartered in San Jose, California.",1713683,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"110 ROSE ORCHARD WAY, SAN JOSE, CA, US",July,2024-01-31,25721627000,-153450000,None,0.957,6.4,None,None,-0.94,12.89,-0.0732,-0.0866,-0.0332,-0.186,1895508000,1255249000,-0.94,0,0.354,258.09,13,22,9,0,0,-,55.56,14.34,28.35,13.7,-933.96,0.842,259.61,128.12,181.29,189.17,149858000,None,None
